checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,24,delayedpreviously,radio/tv,6403,<100,<1,1,malesingle,none,2,car,33,none,own,1,skilled,1,none,yes,good
<0,24,existingpaid,radio/tv,1987,<100,1<=X<4,2,malesingle,none,4,realestate,21,none,rent,1,unskilledresident,2,none,yes,bad
0<=X<200,8,existingpaid,radio/tv,760,<100,4<=X<7,4,femalediv/dep/mar,guarantor,2,realestate,44,none,own,1,unskilledresident,1,none,yes,good
nochecking,24,existingpaid,usedcar,2603,>=1000,1<=X<4,2,femalediv/dep/mar,none,4,car,28,none,rent,1,skilled,1,yes,yes,good
nochecking,4,critical/otherexistingcredit,newcar,3380,<100,4<=X<7,1,femalediv/dep/mar,none,1,realestate,37,none,own,1,skilled,2,none,yes,good
0<=X<200,36,allpaid,domesticappliance,3990,noknownsavings,<1,3,femalediv/dep/mar,none,2,noknownproperty,29,bank,own,1,unemp/unskillednonres,1,none,yes,good
0<=X<200,24,existingpaid,usedcar,11560,<100,1<=X<4,1,femalediv/dep/mar,none,4,car,23,none,rent,2,highqualif/selfemp/mgmt,1,none,yes,bad
<0,18,existingpaid,newcar,4380,100<=X<500,1<=X<4,3,malesingle,none,4,car,35,none,own,1,unskilledresident,2,yes,yes,good
nochecking,6,critical/otherexistingcredit,newcar,6761,<100,4<=X<7,1,malesingle,none,3,noknownproperty,45,none,own,2,highqualif/selfemp/mgmt,2,yes,yes,good
0<=X<200,30,nocredits/allpaid,business,4280,100<=X<500,1<=X<4,4,femalediv/dep/mar,none,4,car,26,none,rent,2,unskilledresident,1,none,yes,bad
<0,24,allpaid,newcar,2325,100<=X<500,4<=X<7,2,malesingle,none,3,car,32,bank,own,1,skilled,1,none,yes,good
0<=X<200,10,allpaid,radio/tv,1048,<100,1<=X<4,4,malesingle,none,4,realestate,23,stores,own,1,unskilledresident,1,none,yes,good
nochecking,21,existingpaid,radio/tv,3160,noknownsavings,>=7,4,malesingle,none,3,lifeinsurance,41,none,own,1,skilled,1,yes,yes,good
<0,24,allpaid,furniture/equipment,2483,500<=X<1000,1<=X<4,4,malesingle,none,4,realestate,22,stores,own,1,skilled,1,yes,yes,good
<0,39,critical/otherexistingcredit,furniture/equipment,14179,noknownsavings,4<=X<7,4,malesingle,none,4,lifeinsurance,30,none,own,2,highqualif/selfemp/mgmt,1,yes,yes,good
<0,13,critical/otherexistingcredit,business,1797,<100,<1,3,malesingle,none,1,lifeinsurance,28,bank,own,2,unskilledresident,1,none,yes,good
<0,15,existingpaid,newcar,2511,<100,unemployed,1,femalediv/dep/mar,none,4,car,23,none,rent,1,skilled,1,none,yes,good
<0,12,existingpaid,newcar,1274,<100,<1,3,femalediv/dep/mar,none,1,realestate,37,none,own,1,unskilledresident,1,none,yes,bad
nochecking,21,existingpaid,usedcar,5248,noknownsavings,1<=X<4,1,malesingle,none,3,car,26,none,own,1,skilled,1,none,yes,good
nochecking,15,existingpaid,usedcar,3029,<100,4<=X<7,2,malesingle,none,2,car,33,none,own,1,skilled,1,none,yes,good
<0,6,existingpaid,furniture/equipment,428,<100,>=7,2,femalediv/dep/mar,none,1,lifeinsurance,49,bank,own,1,skilled,1,yes,yes,good
<0,18,existingpaid,newcar,976,<100,<1,1,femalediv/dep/mar,none,2,car,23,none,own,1,unskilledresident,1,none,yes,bad
0<=X<200,12,existingpaid,business,841,100<=X<500,4<=X<7,2,femalediv/dep/mar,none,4,realestate,23,none,rent,1,unskilledresident,1,none,yes,good
nochecking,30,critical/otherexistingcredit,radio/tv,5771,<100,4<=X<7,4,femalediv/dep/mar,none,2,car,25,none,own,2,skilled,1,none,yes,good
nochecking,12,delayedpreviously,repairs,1555,>=1000,>=7,4,malesingle,none,4,noknownproperty,55,none,forfree,2,skilled,2,none,yes,bad
<0,24,existingpaid,newcar,1285,noknownsavings,4<=X<7,4,femalediv/dep/mar,none,4,noknownproperty,32,none,rent,1,skilled,1,none,yes,bad
>=200,6,critical/otherexistingcredit,newcar,1299,<100,1<=X<4,1,malesingle,none,1,realestate,74,none,own,3,unemp/unskillednonres,2,none,no,good
>=200,15,critical/otherexistingcredit,radio/tv,1271,noknownsavings,1<=X<4,3,malesingle,none,4,noknownproperty,39,none,forfree,2,skilled,1,yes,yes,bad
nochecking,24,existingpaid,newcar,1393,<100,1<=X<4,2,malesingle,guarantor,2,realestate,31,none,own,1,skilled,1,yes,yes,good
<0,12,critical/otherexistingcredit,newcar,691,<100,>=7,4,malesingle,none,3,lifeinsurance,35,none,own,2,skilled,1,none,yes,bad
nochecking,15,critical/otherexistingcredit,newcar,5045,noknownsavings,>=7,1,femalediv/dep/mar,none,4,car,59,none,own,1,skilled,1,yes,yes,good
<0,18,critical/otherexistingcredit,furniture/equipment,2124,<100,1<=X<4,4,femalediv/dep/mar,none,4,realestate,24,none,rent,2,skilled,1,none,yes,bad
<0,12,existingpaid,radio/tv,2214,<100,1<=X<4,4,malesingle,none,3,lifeinsurance,24,none,own,1,unskilledresident,1,none,yes,good
nochecking,21,critical/otherexistingcredit,newcar,12680,noknownsavings,>=7,4,malesingle,none,4,noknownproperty,30,none,forfree,1,highqualif/selfemp/mgmt,1,yes,yes,bad
nochecking,24,critical/otherexistingcredit,newcar,2463,100<=X<500,4<=X<7,4,malemar/wid,none,3,lifeinsurance,27,none,own,2,skilled,1,yes,yes,good
0<=X<200,12,existingpaid,radio/tv,1155,<100,>=7,3,malemar/wid,guarantor,3,realestate,40,bank,own,2,unskilledresident,1,none,yes,good
<0,30,existingpaid,furniture/equipment,3108,<100,<1,2,malediv/sep,none,4,lifeinsurance,31,none,own,1,unskilledresident,1,none,yes,bad
nochecking,10,existingpaid,usedcar,2901,noknownsavings,<1,1,femalediv/dep/mar,none,4,realestate,31,none,rent,1,skilled,1,none,yes,good
0<=X<200,12,critical/otherexistingcredit,furniture/equipment,3617,<100,>=7,1,malesingle,none,4,car,28,none,rent,3,skilled,1,yes,yes,good
nochecking,12,critical/otherexistingcredit,radio/tv,1655,<100,>=7,2,malesingle,none,4,realestate,63,none,own,2,unskilledresident,1,yes,yes,good
<0,24,existingpaid,usedcar,2812,noknownsavings,>=7,2,femalediv/dep/mar,none,4,realestate,26,none,rent,1,skilled,1,none,yes,good
<0,36,critical/otherexistingcredit,education,8065,<100,1<=X<4,3,femalediv/dep/mar,none,2,noknownproperty,25,none,own,2,highqualif/selfemp/mgmt,1,yes,yes,bad
nochecking,21,critical/otherexistingcredit,usedcar,3275,<100,>=7,1,malesingle,none,4,car,36,none,own,1,highqualif/selfemp/mgmt,1,yes,yes,good
nochecking,24,critical/otherexistingcredit,radio/tv,2223,100<=X<500,>=7,4,malesingle,none,4,lifeinsurance,52,bank,own,2,skilled,1,none,yes,good
>=200,12,critical/otherexistingcredit,newcar,1480,500<=X<1000,unemployed,2,malesingle,none,4,noknownproperty,66,bank,forfree,3,unemp/unskillednonres,1,none,yes,good
<0,24,existingpaid,newcar,1371,noknownsavings,1<=X<4,4,femalediv/dep/mar,none,4,realestate,25,none,rent,1,skilled,1,none,yes,bad
nochecking,36,critical/otherexistingcredit,newcar,3535,<100,4<=X<7,4,malesingle,none,4,car,37,none,own,2,skilled,1,yes,yes,good
<0,18,existingpaid,radio/tv,3509,<100,4<=X<7,4,femalediv/dep/mar,guarantor,1,realestate,25,none,own,1,skilled,1,none,yes,good
nochecking,36,critical/otherexistingcredit,usedcar,5711,>=1000,>=7,4,malesingle,none,2,car,38,none,own,2,highqualif/selfemp/mgmt,1,yes,yes,good
0<=X<200,18,existingpaid,repairs,3872,<100,unemployed,2,femalediv/dep/mar,none,4,car,67,none,own,1,skilled,1,yes,yes,good
0<=X<200,39,critical/otherexistingcredit,radio/tv,4933,<100,4<=X<7,2,malesingle,guarantor,2,realestate,25,none,own,2,skilled,1,none,yes,bad
nochecking,24,critical/otherexistingcredit,newcar,1940,>=1000,>=7,4,malesingle,none,4,realestate,60,none,own,1,skilled,1,yes,yes,good
0<=X<200,12,nocredits/allpaid,retraining,1410,<100,1<=X<4,2,malesingle,none,2,realestate,31,none,own,1,unskilledresident,1,yes,yes,good
0<=X<200,12,existingpaid,newcar,836,100<=X<500,<1,4,femalediv/dep/mar,none,2,lifeinsurance,23,bank,own,1,unskilledresident,1,none,yes,bad
0<=X<200,20,existingpaid,usedcar,6468,noknownsavings,unemployed,1,malediv/sep,none,4,realestate,60,none,own,1,highqualif/selfemp/mgmt,1,yes,yes,good
0<=X<200,18,existingpaid,business,1941,>=1000,1<=X<4,4,malesingle,none,2,lifeinsurance,35,none,own,1,unskilledresident,1,yes,yes,good
nochecking,22,existingpaid,radio/tv,2675,500<=X<1000,>=7,3,malesingle,none,4,car,40,none,own,1,skilled,1,none,yes,good
nochecking,48,critical/otherexistingcredit,usedcar,2751,noknownsavings,>=7,4,malesingle,none,3,car,38,none,own,2,skilled,2,yes,yes,good
0<=X<200,48,delayedpreviously,education,6224,<100,>=7,4,malesingle,none,4,noknownproperty,50,none,forfree,1,skilled,1,none,yes,bad
<0,40,critical/otherexistingcredit,education,5998,<100,1<=X<4,4,malesingle,none,3,noknownproperty,27,bank,own,1,skilled,1,yes,yes,bad
0<=X<200,21,existingpaid,business,1188,<100,>=7,2,femalediv/dep/mar,none,4,lifeinsurance,39,none,own,1,skilled,2,none,yes,bad
nochecking,24,existingpaid,usedcar,6313,noknownsavings,>=7,3,malesingle,none,4,car,41,none,own,1,highqualif/selfemp/mgmt,2,yes,yes,good
nochecking,6,critical/otherexistingcredit,furniture/equipment,1221,noknownsavings,1<=X<4,1,malemar/wid,none,2,lifeinsurance,27,none,own,2,skilled,1,none,yes,good
>=200,24,existingpaid,furniture/equipment,2892,<100,>=7,3,malediv/sep,none,4,noknownproperty,51,none,forfree,1,skilled,1,none,yes,good
nochecking,24,existingpaid,furniture/equipment,3062,500<=X<1000,>=7,4,malesingle,none,3,noknownproperty,32,none,rent,1,skilled,1,yes,yes,good
nochecking,9,existingpaid,furniture/equipment,2301,100<=X<500,<1,2,femalediv/dep/mar,none,4,lifeinsurance,22,none,rent,1,skilled,1,none,yes,good
<0,18,existingpaid,usedcar,7511,noknownsavings,>=7,1,malesingle,none,4,lifeinsurance,51,none,forfree,1,skilled,2,yes,yes,bad
nochecking,12,critical/otherexistingcredit,furniture/equipment,1258,<100,<1,2,femalediv/dep/mar,none,4,lifeinsurance,22,none,rent,2,unskilledresident,1,none,yes,good
nochecking,24,delayedpreviously,newcar,717,noknownsavings,>=7,4,malemar/wid,none,4,car,54,none,own,2,skilled,1,yes,yes,good
0<=X<200,9,existingpaid,newcar,1549,noknownsavings,<1,4,malesingle,none,2,realestate,35,none,own,1,unemp/unskillednonres,1,none,yes,good
nochecking,24,critical/otherexistingcredit,education,1597,<100,>=7,4,malesingle,none,4,noknownproperty,54,none,forfree,2,skilled,2,none,yes,good
0<=X<200,18,critical/otherexistingcredit,radio/tv,1795,<100,>=7,3,femalediv/dep/mar,guarantor,4,realestate,48,bank,rent,2,unskilledresident,1,yes,yes,good
<0,20,critical/otherexistingcredit,furniture/equipment,4272,<100,>=7,1,femalediv/dep/mar,none,4,lifeinsurance,24,none,own,2,skilled,1,none,yes,good
nochecking,12,critical/otherexistingcredit,radio/tv,976,noknownsavings,>=7,4,malesingle,none,4,car,35,none,own,2,skilled,1,none,yes,good
0<=X<200,12,existingpaid,newcar,7472,noknownsavings,unemployed,1,femalediv/dep/mar,none,2,realestate,24,none,rent,1,unemp/unskillednonres,1,none,yes,good
<0,36,existingpaid,newcar,9271,<100,4<=X<7,2,malesingle,none,1,car,24,none,own,1,skilled,1,yes,yes,bad
0<=X<200,6,existingpaid,radio/tv,590,<100,<1,3,malemar/wid,none,3,realestate,26,none,own,1,unskilledresident,1,none,no,good
nochecking,12,critical/otherexistingcredit,radio/tv,930,noknownsavings,>=7,4,malesingle,none,4,realestate,65,none,own,4,skilled,1,none,yes,good
0<=X<200,42,allpaid,usedcar,9283,<100,unemployed,1,malesingle,none,2,noknownproperty,55,bank,forfree,1,highqualif/selfemp/mgmt,1,yes,yes,good
0<=X<200,15,nocredits/allpaid,newcar,1778,<100,<1,2,femalediv/dep/mar,none,1,realestate,26,none,rent,2,unemp/unskillednonres,1,none,yes,bad
0<=X<200,8,existingpaid,business,907,<100,<1,3,malemar/wid,none,2,realestate,26,none,own,1,skilled,1,yes,yes,good
0<=X<200,6,existingpaid,radio/tv,484,<100,4<=X<7,3,malemar/wid,guarantor,3,realestate,28,bank,own,1,unskilledresident,1,none,yes,good
<0,36,critical/otherexistingcredit,usedcar,9629,<100,4<=X<7,4,malesingle,none,4,car,24,none,own,2,skilled,1,yes,yes,bad
<0,48,existingpaid,domesticappliance,3051,<100,1<=X<4,3,malesingle,none,4,car,54,none,own,1,skilled,1,none,yes,bad
<0,48,existingpaid,newcar,3931,<100,4<=X<7,4,malesingle,none,4,noknownproperty,46,none,forfree,1,skilled,2,none,yes,bad
0<=X<200,36,delayedpreviously,newcar,7432,<100,1<=X<4,2,femalediv/dep/mar,none,2,lifeinsurance,54,none,rent,1,skilled,1,none,yes,good
nochecking,6,existingpaid,domesticappliance,1338,500<=X<1000,1<=X<4,1,malediv/sep,none,4,realestate,62,none,own,1,skilled,1,none,yes,good
nochecking,6,critical/otherexistingcredit,radio/tv,1554,<100,4<=X<7,1,femalediv/dep/mar,none,2,car,24,none,rent,2,skilled,1,yes,yes,good
<0,36,existingpaid,other,15857,<100,unemployed,2,malediv/sep,coapplicant,3,car,43,none,own,1,highqualif/selfemp/mgmt,1,none,yes,good
<0,18,existingpaid,radio/tv,1345,<100,1<=X<4,4,malemar/wid,none,3,realestate,26,bank,own,1,skilled,1,none,yes,bad
nochecking,12,existingpaid,newcar,1101,<100,1<=X<4,3,malemar/wid,none,2,realestate,27,none,own,2,skilled,1,yes,yes,good
>=200,12,existingpaid,radio/tv,3016,<100,1<=X<4,3,malemar/wid,none,1,car,24,none,own,1,skilled,1,none,yes,good
<0,36,existingpaid,furniture/equipment,2712,<100,>=7,2,malesingle,none,2,lifeinsurance,41,bank,own,1,skilled,2,none,yes,bad
<0,8,critical/otherexistingcredit,newcar,731,<100,>=7,4,malesingle,none,4,realestate,47,none,own,2,unskilledresident,1,none,yes,good
nochecking,18,critical/otherexistingcredit,furniture/equipment,3780,<100,<1,3,malediv/sep,none,2,car,35,none,own,2,highqualif/selfemp/mgmt,1,yes,yes,good
<0,21,critical/otherexistingcredit,newcar,1602,<100,>=7,4,malemar/wid,none,3,car,30,none,own,2,skilled,1,yes,yes,good
<0,18,critical/otherexistingcredit,newcar,3966,<100,>=7,1,femalediv/dep/mar,none,4,realestate,33,bank,rent,3,skilled,1,yes,yes,bad
nochecking,18,nocredits/allpaid,business,4165,<100,1<=X<4,2,malesingle,none,2,car,36,stores,own,2,skilled,2,none,yes,bad
<0,36,existingpaid,usedcar,8335,noknownsavings,>=7,3,malesingle,none,4,noknownproperty,47,none,forfree,1,skilled,1,none,yes,bad
0<=X<200,48,delayedpreviously,business,6681,noknownsavings,1<=X<4,4,malesingle,none,4,noknownproperty,38,none,forfree,1,skilled,2,yes,yes,good
nochecking,24,delayedpreviously,business,2375,500<=X<1000,1<=X<4,4,malesingle,none,2,car,44,none,own,2,skilled,2,yes,yes,good
<0,18,existingpaid,newcar,1216,<100,<1,4,femalediv/dep/mar,none,3,car,23,none,rent,1,skilled,1,yes,yes,bad
<0,45,nocredits/allpaid,business,11816,<100,>=7,2,malesingle,none,4,car,29,none,rent,2,skilled,1,none,yes,bad
0<=X<200,24,existingpaid,radio/tv,5084,noknownsavings,>=7,2,femalediv/dep/mar,none,4,car,42,none,own,1,skilled,1,yes,yes,good
>=200,15,existingpaid,radio/tv,2327,<100,<1,2,femalediv/dep/mar,none,3,realestate,25,none,own,1,unskilledresident,1,none,yes,bad
<0,12,nocredits/allpaid,newcar,1082,<100,1<=X<4,4,malesingle,none,4,car,48,bank,own,2,skilled,1,none,yes,bad
nochecking,12,existingpaid,radio/tv,886,noknownsavings,1<=X<4,4,femalediv/dep/mar,none,2,car,21,none,own,1,skilled,1,none,yes,good
nochecking,4,existingpaid,furniture/equipment,601,<100,<1,1,femalediv/dep/mar,none,3,realestate,23,none,rent,1,unskilledresident,2,none,yes,good
<0,24,critical/otherexistingcredit,usedcar,2957,<100,>=7,4,malesingle,none,4,lifeinsurance,63,none,own,2,skilled,1,yes,yes,good
nochecking,24,critical/otherexistingcredit,radio/tv,2611,<100,>=7,4,malemar/wid,coapplicant,3,realestate,46,none,own,2,skilled,1,none,yes,good
<0,36,existingpaid,furniture/equipment,5179,<100,4<=X<7,4,malesingle,none,2,lifeinsurance,29,none,own,1,skilled,1,none,yes,bad
nochecking,21,delayedpreviously,usedcar,2993,<100,1<=X<4,3,malesingle,none,2,realestate,28,stores,own,2,unskilledresident,1,none,yes,good
nochecking,18,existingpaid,repairs,1943,<100,<1,4,femalediv/dep/mar,none,4,realestate,23,none,own,1,skilled,1,none,yes,bad
nochecking,24,allpaid,business,1559,<100,4<=X<7,4,malesingle,none,4,car,50,bank,own,1,skilled,1,yes,yes,good
nochecking,18,existingpaid,furniture/equipment,3422,<100,>=7,4,malesingle,none,4,lifeinsurance,47,bank,own,3,skilled,2,yes,yes,good
0<=X<200,21,existingpaid,furniture/equipment,3976,noknownsavings,4<=X<7,2,malesingle,none,3,car,35,none,own,1,skilled,1,yes,yes,good
nochecking,18,existingpaid,newcar,6761,noknownsavings,1<=X<4,2,malesingle,none,4,car,68,none,rent,2,skilled,1,none,yes,bad
nochecking,24,existingpaid,newcar,1249,<100,<1,4,malemar/wid,none,2,realestate,28,none,own,1,skilled,1,none,yes,good
<0,9,existingpaid,radio/tv,1364,<100,4<=X<7,3,malesingle,none,4,realestate,59,none,own,1,skilled,1,none,yes,good
<0,12,existingpaid,radio/tv,709,<100,>=7,4,malesingle,none,4,realestate,57,stores,own,1,unskilledresident,1,none,yes,bad
<0,20,critical/otherexistingcredit,newcar,2235,<100,1<=X<4,4,malemar/wid,guarantor,2,lifeinsurance,33,bank,rent,2,skilled,1,none,no,bad
nochecking,24,critical/otherexistingcredit,usedcar,4042,noknownsavings,4<=X<7,3,malesingle,none,4,lifeinsurance,43,none,own,2,skilled,1,yes,yes,good
nochecking,15,critical/otherexistingcredit,radio/tv,1471,<100,1<=X<4,4,malesingle,none,4,noknownproperty,35,none,forfree,2,skilled,1,yes,yes,good
<0,18,allpaid,newcar,1442,<100,4<=X<7,4,malesingle,none,4,noknownproperty,32,none,forfree,2,unskilledresident,2,none,yes,bad
nochecking,36,delayedpreviously,newcar,10875,<100,>=7,2,malesingle,none,2,car,45,none,own,2,skilled,2,yes,yes,good
nochecking,24,existingpaid,newcar,1474,100<=X<500,<1,4,malemar/wid,none,3,realestate,33,none,own,1,skilled,1,yes,yes,good
nochecking,10,existingpaid,retraining,894,noknownsavings,4<=X<7,4,femalediv/dep/mar,none,3,lifeinsurance,40,none,own,1,skilled,1,yes,yes,good
nochecking,15,critical/otherexistingcredit,furniture/equipment,3343,<100,1<=X<4,4,malesingle,none,2,noknownproperty,28,none,forfree,1,skilled,1,yes,yes,good
<0,15,existingpaid,newcar,3959,<100,1<=X<4,3,femalediv/dep/mar,none,2,lifeinsurance,29,none,own,1,skilled,1,yes,yes,bad
nochecking,9,existingpaid,newcar,3577,100<=X<500,1<=X<4,1,malesingle,guarantor,2,realestate,26,none,rent,1,skilled,2,none,no,good
nochecking,24,critical/otherexistingcredit,usedcar,5804,>=1000,1<=X<4,4,malesingle,none,2,realestate,27,none,own,2,skilled,1,none,yes,good
nochecking,18,delayedpreviously,business,2169,<100,1<=X<4,4,malemar/wid,none,2,car,28,none,own,1,skilled,1,yes,yes,bad
<0,24,existingpaid,radio/tv,2439,<100,<1,4,femalediv/dep/mar,none,4,realestate,35,none,own,1,skilled,1,yes,yes,bad
nochecking,27,critical/otherexistingcredit,furniture/equipment,4526,>=1000,<1,4,malesingle,none,2,realestate,32,stores,own,2,unskilledresident,2,yes,yes,good
nochecking,10,existingpaid,furniture/equipment,2210,<100,1<=X<4,2,malesingle,none,2,realestate,25,bank,rent,1,unskilledresident,1,none,yes,bad
nochecking,15,existingpaid,furniture/equipment,2221,500<=X<1000,1<=X<4,2,femalediv/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,yes,good
<0,18,existingpaid,radio/tv,2389,<100,<1,4,femalediv/dep/mar,none,1,car,27,stores,own,1,skilled,1,none,yes,good
nochecking,12,critical/otherexistingcredit,furniture/equipment,3331,<100,>=7,2,malesingle,none,4,lifeinsurance,42,stores,own,1,skilled,1,none,yes,good
nochecking,36,existingpaid,business,7409,noknownsavings,>=7,3,malesingle,none,2,lifeinsurance,37,none,own,2,skilled,1,none,yes,good
<0,12,existingpaid,furniture/equipment,652,<100,>=7,4,femalediv/dep/mar,none,4,lifeinsurance,24,none,rent,1,skilled,1,none,yes,good
nochecking,36,delayedpreviously,furniture/equipment,7678,500<=X<1000,4<=X<7,2,femalediv/dep/mar,none,4,car,40,none,own,2,skilled,1,yes,yes,good
>=200,6,critical/otherexistingcredit,newcar,1343,<100,>=7,1,malesingle,none,4,realestate,46,none,own,2,skilled,2,none,no,good
<0,24,critical/otherexistingcredit,business,1382,100<=X<500,4<=X<7,4,malesingle,none,1,realestate,26,none,own,2,skilled,1,yes,yes,good
nochecking,15,existingpaid,domesticappliance,874,noknownsavings,<1,4,femalediv/dep/mar,none,1,realestate,24,none,own,1,skilled,1,none,yes,good
<0,12,existingpaid,furniture/equipment,3590,<100,1<=X<4,2,malesingle,coapplicant,2,lifeinsurance,29,none,own,1,unskilledresident,2,none,yes,good
0<=X<200,11,critical/otherexistingcredit,newcar,1322,>=1000,1<=X<4,4,femalediv/dep/mar,none,4,car,40,none,own,2,skilled,1,none,yes,good
<0,18,allpaid,radio/tv,1940,<100,<1,3,malesingle,coapplicant,4,noknownproperty,36,bank,forfree,1,highqualif/selfemp/mgmt,1,yes,yes,good
nochecking,36,existingpaid,radio/tv,3595,<100,>=7,4,malesingle,none,2,car,28,none,own,1,skilled,1,none,yes,good
<0,9,existingpaid,newcar,1422,<100,<1,3,malesingle,none,2,noknownproperty,27,none,forfree,1,highqualif/selfemp/mgmt,1,yes,yes,bad
nochecking,30,critical/otherexistingcredit,radio/tv,6742,noknownsavings,4<=X<7,2,malesingle,none,3,lifeinsurance,36,none,own,2,skilled,1,none,yes,good
nochecking,24,existingpaid,usedcar,7814,<100,4<=X<7,3,malesingle,none,3,car,38,none,own,1,highqualif/selfemp/mgmt,1,yes,yes,good
nochecking,24,existingpaid,usedcar,9277,noknownsavings,1<=X<4,2,malediv/sep,none,4,noknownproperty,48,none,forfree,1,skilled,1,yes,yes,good
0<=X<200,30,critical/otherexistingcredit,newcar,2181,noknownsavings,>=7,4,malesingle,none,4,realestate,36,none,own,2,skilled,1,none,yes,good
nochecking,18,critical/otherexistingcredit,radio/tv,1098,<100,unemployed,4,femalediv/dep/mar,none,4,car,65,none,own,2,unemp/unskillednonres,1,none,yes,good
0<=X<200,24,existingpaid,furniture/equipment,4057,<100,4<=X<7,3,malediv/sep,none,3,car,43,none,own,1,skilled,1,yes,yes,bad
<0,12,existingpaid,education,795,<100,<1,4,femalediv/dep/mar,none,4,lifeinsurance,53,none,own,1,skilled,1,none,yes,bad
0<=X<200,24,critical/otherexistingcredit,business,2825,noknownsavings,4<=X<7,4,malesingle,none,3,noknownproperty,34,none,own,2,skilled,2,yes,yes,good
0<=X<200,48,existingpaid,business,15672,<100,1<=X<4,2,malesingle,none,2,car,23,none,own,1,skilled,1,yes,yes,bad
nochecking,36,critical/otherexistingcredit,newcar,6614,<100,>=7,4,malesingle,none,4,car,34,none,own,2,highqualif/selfemp/mgmt,1,yes,yes,good
nochecking,28,allpaid,usedcar,7824,noknownsavings,<1,3,malesingle,guarantor,4,realestate,40,bank,rent,2,skilled,2,yes,yes,good
<0,27,critical/otherexistingcredit,business,2442,<100,>=7,4,malesingle,none,4,car,43,stores,own,4,highqualif/selfemp/mgmt,2,yes,yes,good
nochecking,15,critical/otherexistingcredit,radio/tv,1829,<100,>=7,4,malesingle,none,4,car,46,none,own,2,skilled,1,yes,yes,good
<0,12,critical/otherexistingcredit,newcar,2171,<100,1<=X<4,4,malesingle,none,4,lifeinsurance,38,bank,own,2,unskilledresident,1,none,no,good
0<=X<200,36,critical/otherexistingcredit,usedcar,5800,<100,1<=X<4,3,malesingle,none,4,car,34,none,own,2,skilled,1,yes,yes,good
nochecking,18,critical/otherexistingcredit,radio/tv,1169,noknownsavings,1<=X<4,4,malesingle,none,3,lifeinsurance,29,none,own,2,skilled,1,yes,yes,good
nochecking,36,delayedpreviously,usedcar,8947,noknownsavings,4<=X<7,3,malesingle,none,2,car,31,stores,own,1,highqualif/selfemp/mgmt,2,yes,yes,good
<0,21,existingpaid,radio/tv,2606,<100,<1,4,femalediv/dep/mar,none,4,lifeinsurance,28,none,rent,1,highqualif/selfemp/mgmt,1,yes,yes,good
nochecking,12,critical/otherexistingcredit,furniture/equipment,1592,>=1000,4<=X<7,3,femalediv/dep/mar,none,2,lifeinsurance,35,none,own,1,skilled,1,none,no,good
nochecking,15,existingpaid,furniture/equipment,2186,noknownsavings,4<=X<7,1,femalediv/dep/mar,none,4,realestate,33,bank,rent,1,unskilledresident,1,none,yes,good
<0,18,existingpaid,furniture/equipment,4153,<100,1<=X<4,2,malesingle,coapplicant,3,car,42,none,own,1,skilled,1,none,yes,bad
<0,16,critical/otherexistingcredit,newcar,2625,<100,>=7,2,malesingle,guarantor,4,lifeinsurance,43,bank,rent,1,skilled,1,yes,yes,bad
nochecking,20,critical/otherexistingcredit,newcar,3485,noknownsavings,<1,2,malediv/sep,none,4,realestate,44,none,own,2,skilled,1,yes,yes,good
nochecking,36,critical/otherexistingcredit,usedcar,10477,noknownsavings,>=7,2,malesingle,none,4,noknownproperty,42,none,forfree,2,skilled,1,none,yes,good
nochecking,15,existingpaid,radio/tv,1386,noknownsavings,1<=X<4,4,malemar/wid,none,2,realestate,40,none,rent,1,skilled,1,yes,yes,good
nochecking,24,existingpaid,radio/tv,1278,<100,>=7,4,malesingle,none,1,realestate,36,none,own,1,highqualif/selfemp/mgmt,1,yes,yes,good
<0,12,existingpaid,radio/tv,1107,<100,1<=X<4,2,malesingle,none,2,realestate,20,none,rent,1,highqualif/selfemp/mgmt,2,yes,yes,good
<0,21,existingpaid,newcar,3763,noknownsavings,4<=X<7,2,malesingle,coapplicant,2,realestate,24,none,own,1,unskilledresident,1,none,no,good
0<=X<200,36,existingpaid,education,3711,noknownsavings,1<=X<4,2,malemar/wid,none,2,car,27,none,own,1,skilled,1,none,yes,good
nochecking,15,delayedpreviously,usedcar,3594,<100,<1,1,femalediv/dep/mar,none,2,lifeinsurance,46,none,own,2,unskilledresident,1,none,yes,good
0<=X<200,9,existingpaid,newcar,3195,noknownsavings,1<=X<4,1,femalediv/dep/mar,none,2,realestate,33,none,own,1,unskilledresident,1,none,yes,good
nochecking,36,delayedpreviously,radio/tv,4454,<100,1<=X<4,4,femalediv/dep/mar,none,4,realestate,34,none,own,2,skilled,1,none,yes,good
0<=X<200,24,critical/otherexistingcredit,furniture/equipment,4736,<100,<1,2,femalediv/dep/mar,none,4,car,25,bank,own,1,unskilledresident,1,none,yes,bad
0<=X<200,30,existingpaid,radio/tv,2991,noknownsavings,>=7,2,femalediv/dep/mar,none,4,car,25,none,own,1,skilled,1,none,yes,good
nochecking,11,existingpaid,business,2142,>=1000,>=7,1,malediv/sep,none,2,realestate,28,none,own,1,skilled,1,yes,yes,good
